product name,product rate,product price,product link
RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light La...,4.4,"₹41,999",www.flipkart.com/redmibook-15-e-learning-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-thin-light-laptop/p/itm355fa6b264bbb?pid=COMG4Z35GKZTRDSF&lid=LSTCOMG4Z35GKZTRDSFFNBHAW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMG4Z35GKZTRDSF.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,4.4,"₹62,990",www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-4600h-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15arh05-laptop/p/itm5bebf27dba264?pid=COMG36BSYCJQMNSW&lid=LSTCOMG36BSYCJQMNSWZFTKI7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMG36BSYCJQMNSW.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
Lenovo ThinkPad E14 Gen2 Ryzen 5 Hexa Core 4650U 5th Gen - (8 GB/256 GB SSD/Windows 10 Home) E14 Lapto...,4.8,"₹53,990",www.flipkart.com/lenovo-thinkpad-e14-gen2-ryzen-5-hexa-core-4650u-5th-gen-8-gb-256-gb-ssd-windows-10-home-laptop/p/itma57c02bad3347?pid=COMG28FUNHEKGFYT&lid=LSTCOMG28FUNHEKGFYTFU52TM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMG28FUNHEKGFYT.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
ASUS VivoBook Ultra 14 Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/2 GB Graphic...,4.3,"₹57,940",www.flipkart.com/asus-vivobook-ultra-14-core-i5-10th-gen-8-gb-32-optane-512-ssd-windows-10-home-2-graphics-x413jp-eb522ts-thin-light-laptop/p/itm78a0fd5bd40eb?pid=COMG3682TCWNSGHZ&lid=LSTCOMG3682TCWNSGHZVFRC9G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMG3682TCWNSGHZ.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15IML05 Thin and Light Laptop,4.3,"₹39,990",www.flipkart.com/lenovo-ideapad-3-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-15iml05-thin-light-laptop/p/itmebab7021d97d6?pid=COMG6AKVAHWTHAQG&lid=LSTCOMG6AKVAHWTHAQGXUICJF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMG6AKVAHWTHAQG.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
HP Pavilion Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,4.3,"₹89,990",www.flipkart.com/hp-pavilion-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-15-ec2076ax-gaming-laptop/p/itm9f179974f11d1?pid=COMG4NHNCTUAHD3Y&lid=LSTCOMG4NHNCTUAHD3YRQU1SQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMG4NHNCTUAHD3Y.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop,4.2,"₹43,499",www.flipkart.com/hp-15s-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-15s-gr0012au-laptop/p/itm9e1f8deeed35f?pid=COMFZHFWBE7APPH2&lid=LSTCOMFZHFWBE7APPH2PLTTEQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMFZHFWBE7APPH2.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
ASUS VivoBook Ultra 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK261T||X413JA-EB30...,4.2,"₹41,990",www.flipkart.com/asus-vivobook-ultra-14-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-x413ja-ek261t-x413ja-eb301t-thin-light-laptop/p/itm83d873e5d9f0e?pid=COMFTWZDH2MFZRHG&lid=LSTCOMFTWZDH2MFZRHGYWACBZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMFTWZDH2MFZRHG.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
HP 15s Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-gr0500AU Thin and Light Laptop,5,"₹47,990",www.flipkart.com/hp-15s-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-10-home-15s-gr0500au-thin-light-laptop/p/itma452ab7d98967?pid=COMG4ZYHDHHGFN9E&lid=LSTCOMG4ZYHDHHGFN9EWYZU6X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMG4ZYHDHHGFN9E.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
ASUS Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ562TS Thin and Light...,4,"₹53,990",www.flipkart.com/asus-core-i5-10th-gen-8-gb-32-optane-512-ssd-windows-10-home-x515ja-ej562ts-thin-light-laptop/p/itm03735107a064b?pid=COMG4NWBKRFZ5VFK&lid=LSTCOMG4NWBKRFZ5VFKLJDR3T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=ac66974e-db78-4ba6-b80a-d37ca1a02393.COMG4NWBKRFZ5VFK.SEARCH&ppt=None&ppn=None&ssid=heh1wdsckw0000001632257584838&qH=312f91285e048e09
ASUS TUF Gaming A17 (2021) Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVI...,4.6,"₹1,19,990",www.flipkart.com/asus-tuf-gaming-a17-2021-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-fa766qm-hx059ts-laptop/p/itm4700389e36a6a?pid=COMG3ZF8KB27WMD6&lid=LSTCOMG3ZF8KB27WMD6V4RR3Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG3ZF8KB27WMD6.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA ...,4.3,"₹57,990",www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-4600h-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-60-hz-15arh05-laptop/p/itm64d83a7c01261?pid=COMG3HHRTM3YFGTU&lid=LSTCOMG3HHRTM3YFGTU3SQHHJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestvalueId_6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG3HHRTM3YFGTU.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
ASUS ASUS TUF Gaming Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,4.8,"₹68,990",www.flipkart.com/asus-tuf-gaming-core-i5-10th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-144-hz-fx506li-hn279t-laptop/p/itm8bdedba0dbeb6?pid=COMG5QHNHD49JGXG&lid=LSTCOMG5QHNHD49JGXGD2WAFT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG5QHNHD49JGXG.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
HP Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-DU1516TU Thin and Light Laptop,4.4,"₹42,990",www.flipkart.com/hp-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-home-15s-du1516tu-thin-light-laptop/p/itm38ece5faec105?pid=COMG442GHMXS9YNX&lid=LSTCOMG442GHMXS9YNXQQS76X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG442GHMXS9YNX.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 3 15ITL6 Th...,4.2,"₹56,990",www.flipkart.com/lenovo-ideapad-slim-3i-2021-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-3-15itl6-thin-light-laptop/p/itmca15396cae957?pid=COMG3HHRB9XAAGZ7&lid=LSTCOMG3HHRB9XAAGZ7OUPHSL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG3HHRB9XAAGZ7.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
HP Pavilion Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-EC0007AX Thi...,4.2,"₹76,009",www.flipkart.com/hp-pavilion-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-10-home-2-graphics-14-ec0007ax-thin-light-laptop/p/itmaf688138c49db?pid=COMG6TE7RZEMUCPB&lid=LSTCOMG6TE7RZEMUCPBPI4V0V&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG6TE7RZEMUCPB.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
Lenovo Ideapad Slim 3i Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15IIL05 Thin and Light Lap...,4.7,"₹50,990",www.flipkart.com/lenovo-ideapad-slim-3i-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-15iil05-thin-light-laptop/p/itm347e5fec3ad3a?pid=COMFY6FKMWV9KHFG&lid=LSTCOMFY6FKMWV9KHFGHSYAGV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMFY6FKMWV9KHFG.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
APPLE MacBook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,4.5,"₹88,990",www.flipkart.com/apple-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgn63hn-a/p/itmde54f026889ce?pid=COMFXEKMGNHZYFH9&lid=LSTCOMFXEKMGNHZYFH9EOWT4E&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMFXEKMGNHZYFH9.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
HP Pavilion Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,4.1,"₹69,990",www.flipkart.com/hp-pavilion-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650ti-144-hz-15-dk1514tx-gaming-laptop/p/itm1a70377701e84?pid=COMG62F8W3ZTQ7HC&lid=LSTCOMG62F8W3ZTQ7HCBKCOHL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG62F8W3ZTQ7HC.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
ASUS ROG Strix G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,5,"₹84,990",www.flipkart.com/asus-rog-strix-g15-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-144-hz-g512li-hn279t-gaming-laptop/p/itma07f04b5b0ed7?pid=COMGFVWMC5ZNMYG7&lid=LSTCOMGFVWMC5ZNMYG7SAYUAK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestvalueId_6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMGFVWMC5ZNMYG7.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-dy3001TU Thin and Light Laptop,4.7,"₹41,990",www.flipkart.com/hp-15s-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-home-15s-dy3001tu-thin-light-laptop/p/itmb9dd7dc8bf712?pid=COMGYZPAMNSCMYFZ&lid=LSTCOMGYZPAMNSCMYFZKI1B9J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMGYZPAMNSCMYFZ.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 15-eh1103AU Thin and Light La...,4.1,"₹65,090",www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-10-home-15-eh1103au-thin-light-laptop/p/itme6c55aa1ab4b8?pid=COMG67BXVVFDP5Q8&lid=LSTCOMG67BXVVFDP5Q8RLXNA3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG67BXVVFDP5Q8.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
HP OMEN 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX ...,4.6,"₹1,29,990",www.flipkart.com/hp-omen-15-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-15-en1036ax-gaming-laptop/p/itm5ff45c4c413c1?pid=COMG3US8DRUGZHED&lid=LSTCOMG3US8DRUGZHEDDMGHTA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG3US8DRUGZHED.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15 ITL 05 Thin an...,4.5,"₹60,990",www.flipkart.com/lenovo-ideapad-slim-5i-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-15-itl-05-thin-light-laptop/p/itma7e9f12adc524?pid=COMG3TZGKFNV9U3M&lid=LSTCOMG3TZGKFNV9U3MPAI1VV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG3TZGKFNV9U3M.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
ASUS ROG Strix G15 (2021) Ryzen 9 Octa Core R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/...,4.3,"₹1,02,990",www.flipkart.com/asus-rog-strix-g15-2021-ryzen-9-octa-core-r9-5900hx-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-144-hz-g513qc-hn126t-gaming-laptop/p/itm313bd360b7ee4?pid=COMG4XXAYZKXZNK8&lid=LSTCOMG4XXAYZKXZNK8EYWW6S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_63&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG4XXAYZKXZNK8.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
HP Pavilion Gaming Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/...,4.3,"₹80,990",www.flipkart.com/hp-pavilion-gaming-ryzen-7-octa-core-4800h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-1650ti-144-hz-15-ec1512ax-laptop/p/itmc86ddf2406f18?pid=COMG329PDCH8B6RE&lid=LSTCOMG329PDCH8B6REYJ7KNF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG329PDCH8B6RE.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,4.3,"₹1,09,990",www.flipkart.com/msi-gf65-thin-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-10ue-410in-gaming-laptop/p/itm4883b261a85ea?pid=COMG5AWTPR8FHHVA&lid=LSTCOMG5AWTPR8FHHVA3RS2YB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_65&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG5AWTPR8FHHVA.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
ASUS ROG Strix Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,4.2,"₹82,990",www.flipkart.com/asus-rog-strix-ryzen-7-octa-core-4800h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-g513ic-hn025t-gaming-laptop/p/itmeedb79f5305af?pid=COMG5QHNVRJHHMRP&lid=LSTCOMG5QHNVRJHHMRPIW3AYH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_66&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG5QHNVRJHHMRP.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
ASUS VivoBook Ultra K14 (2021) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) K413EA-EB302TS Thi...,4.4,"₹48,990",www.flipkart.com/asus-vivobook-ultra-k14-2021-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-k413ea-eb302ts-thin-light-laptop/p/itmedd714099c020?pid=COMG3682UZ7FGXP3&lid=LSTCOMG3682UZ7FGXP33BEIA1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_67&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG3682UZ7FGXP3.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 3501 Thin and Lig...,5,"₹54,990",www.flipkart.com/dell-inspiron-core-i5-11th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-10-home-3501-thin-light-laptop/p/itm655be1072a0ad?pid=COMGYCG8C22EPEA2&lid=LSTCOMGYCG8C22EPEA2A0A2NR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_68&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMGYCG8C22EPEA2.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-dv0084TX Thin and L...,4,"₹71,990",www.flipkart.com/hp-pavilion-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-14-dv0084tx-thin-light-laptop/p/itm3aa2cc39d6b9a?pid=COMGYZD7N5ZNGVHN&lid=LSTCOMGYZD7N5ZNGVHNBAYZPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_69&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMGYZD7N5ZNGVHN.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
Lenovo ThinkPad E15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) E15 Laptop,4.7,"₹99,990",www.flipkart.com/lenovo-thinkpad-e15-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-laptop/p/itmbd6af60f264bb?pid=COMG3D7CZG7SQFZY&lid=LSTCOMG3D7CZG7SQFZYTEMIIK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_70&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG3D7CZG7SQFZY.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
Lenovo Lenovo Legion Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,4,"₹1,09,990",www.flipkart.com/lenovo-legion-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-ti-legion5-15ach6-gaming-laptop/p/itm8d5541d7bbc3f?pid=COMG5UZBDPTFK2FZ&lid=LSTCOMG5UZBDPTFK2FZOQ2DKD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_71&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG5UZBDPTFK2FZ.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,4,"₹63,990",www.flipkart.com/lenovo-ideapad-gaming-3-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15imh05-laptop/p/itm6e7a7dd6969e6?pid=COMG36BSGU46YWAX&lid=LSTCOMG36BSGU46YWAX4HBLZO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_72&otracker=search&fm=organic&iid=0de843e8-9365-4a17-a43d-f5a75de475db.COMG36BSGU46YWAX.SEARCH&ppt=None&ppn=None&ssid=5kdxwx7te80000001632257586171&qH=312f91285e048e09
HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10 Home) 15s-GR0011AU Thin and Light Laptop,4.2,"₹38,490",www.flipkart.com/hp-15s-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-windows-10-home-15s-gr0011au-thin-light-laptop/p/itma23a328a1f458?pid=COMFZHFWETTEFHVZ&lid=LSTCOMFZHFWETTEFHVZRIU0HU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_73&otracker=search&fm=organic&iid=877f9bc6-b44a-4e1d-81ab-e56a2e300c50.COMFZHFWETTEFHVZ.SEARCH&ppt=None&ppn=None&ssid=uxb6p9w43k0000001632257587295&qH=312f91285e048e09
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,4.2,"₹59,990",www.flipkart.com/lenovo-legion-core-i5-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-y540-15irh-pg0-laptop/p/itma9b76ed1e879a?pid=COMG26R93HDJYBT5&lid=LSTCOMG26R93HDJYBT5HNML0N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_74&otracker=search&fm=organic&iid=877f9bc6-b44a-4e1d-81ab-e56a2e300c50.COMG26R93HDJYBT5.SEARCH&ppt=None&ppn=None&ssid=uxb6p9w43k0000001632257587295&qH=312f91285e048e09
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) INSPIRON 3501 Thi...,4.3,"₹65,290",www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-2-graphics-3501-thin-light-laptop/p/itm19ebc4cff85c3?pid=COMG2GXQZHYEFQG7&lid=LSTCOMG2GXQZHYEFQG7WO3L9U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_75&otracker=search&fm=organic&iid=877f9bc6-b44a-4e1d-81ab-e56a2e300c50.COMG2GXQZHYEFQG7.SEARCH&ppt=None&ppn=None&ssid=uxb6p9w43k0000001632257587295&qH=312f91285e048e09
